"Modul";"Tabelle";"Feldinhalt";"Feld";"Typ";"Art des Feldes";"Formel";"Tab";"Kategorie";"Status"
"adressen";"adressen";"Score*";"InteressentenScoringScore";"INT(11)";"";"IF(
	[InteressentenScoringKategorisierung]=""Eigennutzer""
	IF(
		[InteressentenScoringFinanzierungsbestaetigung]=""FinanzierungsbestaetigungVorhanden""
		10
		IF(OR([InteressentenScoringFinanzierungsbestaetigung]=""FinanzierungsbestaetigungAngefragt"" [InteressentenScoringFinanzierungsbestaetigung]=""FinanzierungsbestaetigungAbgelaufen"") 2 0)
	)
	+
	IF(AND([InteressentenScoringNettoEinkommen]>0 [InteressentenScoringNettoEinkommen]>=4500) 2 0)
	+
	IF(AND([InteressentenScoringEigenkapital]>0 [InteressentenScoringEigenkapital]>=([InteressentenScoringImmobilienwert]*0.15)) 2 0)
	+
	IF([InteressentenScoringBonitaetsauskunft]=1 2 0)
	+
	IF([InteressentenScoringEigentum]=1 4 0)
	IF(
		[InteressentenScoringKategorisierung]=""Kapitalanleger""
		IF(
			AND([InteressentenScoringInvestitionsvolumen]>([InteressentenScoringImmobilienwert]*0.9) [InteressentenScoringZuverlaessigkeit]=""HoheZuverlaessigkeit"")
			8
			IF(AND([InteressentenScoringInvestitionsvolumen]>([InteressentenScoringImmobilienwert]*0.9) [InteressentenScoringZuverlaessigkeit]="""") 2 0)
		)
		+
		IF([InteressentenScoringInvestitionsvolumen]>=[InteressentenScoringImmobilienwert] 12 0)
		0
	)
)";"";"Interessenten-Scoring";"Aktiv"
"adressen";"adressen";"Scoring: 0=unqualifizierter Interessent | 20=qualifizierter Interessent";"ind_1976_Feld_adressen0";"blackHint";"";"";"";"Interessenten-Scoring";"Aktiv"
"adressen";"adressen";"______________________";"ind_1980_Feld_adressen2";"dividingLine";"";"";"";"Interessenten-Scoring";"Aktiv"
"adressen";"adressen";"Kategorisierung";"InteressentenScoringKategorisierung";"VARCHAR(80)";"";"";"";"Interessenten-Scoring";"Aktiv"
"adressen";"adressen";"Immobilienwert";"InteressentenScoringImmobilienwert";"DECIMAL(13,2)";"DATA_TYPE_MONETARY";"";"";"Interessenten-Scoring";"Aktiv"
"adressen";"adressen";"Eigentümer";"InteressentenScoringEigentum";"TINYINT(1)";"";"";"";"Interessenten-Scoring";"Aktiv"
"adressen";"adressen";"Eigenkapital in €";"InteressentenScoringEigenkapital";"DECIMAL(13,2)";"DATA_TYPE_MONETARY";"";"";"Interessenten-Scoring";"Aktiv"
"adressen";"adressen";"Nettoeinkommen/Monat in €";"InteressentenScoringNettoEinkommen";"DECIMAL(13,2)";"";"";"";"Interessenten-Scoring";"Aktiv"
"adressen";"adressen";"Bonität ok";"InteressentenScoringBonitaetsauskunft";"TINYINT(1)";"";"IF(
	[InteressentenScoringFinanzierungsbestaetigung]=""FinanzierungsbestaetigungAbgelaufen""
	0
	IF(
		OR(
			[InteressentenScoringFinanzierungsbestaetigung]=""FinanzierungsbestaetigungVorhanden""
			[InteressentenScoringBonitaetsauskunft]=1
		)
		1
		0
	)
)";"";"Interessenten-Scoring";"Aktiv"
"adressen";"adressen";"Finanzierungsbestätigung bis Datum";"InteressentenScoringFinanzierungsbestaetigungBis";"Date";"";"";"";"Interessenten-Scoring";"Aktiv"
"adressen";"adressen";"Finanzierungsbestätigung";"InteressentenScoringFinanzierungsbestaetigung";"VARCHAR(80)";"";"";"";"Interessenten-Scoring";"Aktiv"
"adressen";"adressen";"Investitionsvolumen";"InteressentenScoringInvestitionsvolumen";"DECIMAL(13,2)";"DATA_TYPE_MONETARY";"";"";"Interessenten-Scoring";"Aktiv"
"adressen";"adressen";"Zuverlässigkeit";"InteressentenScoringZuverlaessigkeit";"VARCHAR(80)";"";"";"";"Interessenten-Scoring";"Aktiv"
"adressen";"adressen";"Finanzierungsbestätigung in €";"InteressentenScoringFinanzierungsbestaetigungHoehe";"DECIMAL(13,2)";"";"";"";"Interessenten-Scoring";"Aktiv"
"objekte";"ObjVerwaltung";"AreaButler URL mit Anschrift";"MPAreaButlerUrlWithAddress";"Link";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"AreaButler URL ohne Anschrift";"MPAreaButlerUrlNoAddress";"Link";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Zielgruppe";"TargetAudience";"TEXT";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjAusstattung";"Möblierungsart";"moeblierungsart";"VARCHAR(80)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"TV-Anschluss";"tv_anschluss";"Text";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjKategorie";"Geschäftstyp";"typGeschaeftsuebernahme";"VARCHAR(80)";"";"";"grunddaten";"Kategorie";"Inaktiv"
"objekte";"ObjVerwaltung";"Vermietungsart";"rentType";"VARCHAR(80)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjAusstattung";"Typ Swimmingpool";"swimmingpoolTyp";"Text";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjGeo";"Etagenanzahl Wohnung";"anzahlEtagenWohnung";"INT(11)";"";"";"grunddaten";"Geografische-Angaben";"Inaktiv"
"objekte";"ObjZustand";"Energieausweis nicht klassifizierbar";"energieausweisNichtKlassifizierbar";"TINYINT(1)";"";"";"details";"Zustand";"Inaktiv"
"objekte";"ObjFlaeche";"Deckenhöhe bis Träger/Stahlträger";"beamHight";"DECIMAL(13,2)";"";"";"preise_flaechen";"Flächen";"Inaktiv"
"objekte";"ObjAusstattung";"Breitbandanschluss";"breitbandanschluss";"TINYINT(1)";"";"IF (
AND(SEARCH_MULTISELECT(""noAccess""[internetAccessType])=0
OR(SEARCH_MULTISELECT(""dsl""[internetAccessType])=1
OR(SEARCH_MULTISELECT(""adsl""[internetAccessType])=1
OR(SEARCH_MULTISELECT(""vdsl""[internetAccessType])=1
OR(SEARCH_MULTISELECT(""sdsl""[internetAccessType])=1
OR(SEARCH_MULTISELECT(""cable""[internetAccessType])=1
OR(SEARCH_MULTISELECT(""fttc""[internetAccessType])=1
OR(SEARCH_MULTISELECT(""ftth""[internetAccessType])=1
OR(SEARCH_MULTISELECT(""5g""[internetAccessType])=1
OR(SEARCH_MULTISELECT(""satellite""[internetAccessType])=1
OR(SEARCH_MULTISELECT(""mobile""[internetAccessType])=1
SEARCH_MULTISELECT(""fiber""[internetAccessType])=1)))))))))))
 1 0)";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Überwachungssystem mit geschlossenem Kreislauf";"cctv";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Ladesäule Elektroauto/Wallbox";"electricCarCharging";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Automatisches Garagentor";"electricGarageDoor";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Anzahl Kräne";"numberOverheadCrane";"INT(11)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Pfeiler";"pillars";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Umkleideraum";"lockerRoom";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Umzäuntes Eigentum/Grundstück";"fencedProperty";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Hochregal";"span_num";"INT(11)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjZustand";"Projektstatus";"projectStatus";"Varchar(80)";"";"";"details";"Zustand";"Inaktiv"
"objekte";"ObjZusatzportale";"Sichtbarkeit der Immobilie";"portalVisibility";"Varchar(80)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjKategorie";"Geschäftsübernahme";"geschaeftsuebernahme";"TINYINT(1)";"";"";"grunddaten";"Kategorie";"Inaktiv"
"objekte";"ObjVerwaltung";"Auktionsimmobilien";"InfoTextAuctions";"blackHint";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Gericht";"auctionTribunal";"VARCHAR(80)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Auktionsverfahren";"typeProcedureAuction";"VARCHAR(80)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Auktionslink";"linkAuction";"Link";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Verkaufsort";"locationAuction";"Varchar(80)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Einreichungsort";"presentationLocationAuction";"Varchar(80)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Kaution";"depositAuction";"TINYINT(1)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Auktionsart";"typeAuction";"VARCHAR(80)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Mindestgebotserhöhung";"minimumBidIncrement";"INT(11)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Kaution und Gebühren";"expensesAuction";"Float(13,2)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Einzahlungsmethoden";"depositMethodAuction";"Varchar(80)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Finaler Auktionspreis";"finalPriceAuction";"Float(13,2)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Auktionsdatum";"dateSalesAuction";"Date";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjTech";"Auktionsimmobilie";"auktionsimmobilie";"TINYINT(1)";"";"";"grunddaten";"Technische-Angaben";"Inaktiv"
"objekte";"ObjVerwaltung";"Startdatum Neubau";"startdatumNeubau";"Date";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Name des Neubaus";"nameNeubau";"VARCHAR(80)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"PROPUP Zugang (mobil)";"MPPropupURL";"Link";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjGeo";"Provinz";"provinz";"VARCHAR(80)";"";"";"grunddaten";"Geografische-Angaben";"Inaktiv"
"objekte";"ObjAusstattung";"SmartHome";"smartHome";"Text";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Gym";"gym";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Patio";"patio";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Einrichtung";"einrichtung";"Text";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjPreise";"myWMADashboard";"iibMyWmaDashboard";"Link";"";"";"preise_flaechen";"Preise";"Inaktiv"
"objekte";"ObjVerwaltung";"Geschlecht Mieter";"mieterGeschlecht";"VARCHAR(20)";"";"";"details";"Verwaltung";"Inaktiv"
"adressen";"adressen";"Justhome Finanzierungsphase";"jhFinanzierungsphase";"Varchar(80)";"";"";"grunddaten";"Verwaltung";"Inaktiv"
"adressen";"adressen";"Justhome Vorprüfungsstatus";"jhVorpruefungsstatus";"Varchar(80)";"";"";"grunddaten";"Verwaltung";"Inaktiv"
"adressen";"adressenSocialMedia";"TikTok";"tiktok";"Link";"";"";"grunddaten";"Social Media";"Inaktiv"
"adressen";"adressenSocialMedia";"Pinterest";"pinterest";"Link";"";"";"grunddaten";"Social Media";"Inaktiv"
"adressen";"adressen";"Bild Webseite";"bildWebseite";"Datei";"";"";"grunddaten";"Verwaltung";"Inaktiv"
"adressen";"adressen";"Bewertungen";"bewertungslinkWebseite";"Link";"";"";"grunddaten";"Verwaltung";"Inaktiv"
"adressen";"adressen";"Beschreibung Sprachen Webseite";"beschreibungSprachenWebseite";"Text";"DATA_TYPE_NONE";"";"grunddaten";"Verwaltung";"Inaktiv"
"adressen";"adressen";"Suchprofil versenden";"SuchprofilVersand";"Date";"";"";"";"Verwaltung";"Aktiv"
"adressen";"adressen";"Längengrad";"laengengrad";"Float(13,5)";"";"";"grunddaten";"Stammdaten";"Inaktiv"
"adressen";"adressen";"Breitengrad";"breitengrad";"Float(13,5)";"";"";"grunddaten";"Stammdaten";"Inaktiv"
"objekte";"ObjVerwaltung";"ESYSYNC-Displays";"MPEsysyncDisplays";"int";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Letzter ESYSYNC-Import";"MPLastEsysyncImport";"DATETIME";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjPreise";"Preis Geschäftsübernahme";"priceTransfer";"DECIMAL(13,2)";"DATA_TYPE_MONETARY";"";"preise_flaechen";"Preise";"Inaktiv"
"objekte";"ObjKategorie";"Ende Vertrag - Geschäftsübernahme";"transferEndContract";"Date";"";"";"grunddaten";"Kategorie";"Inaktiv"
"objekte";"ObjVerwaltung";"Zimmertyp";"roomType";"Varchar(80)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Scope";"scope";"Varchar(80)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjFlaeche";"Kapazität Garage";"garageCapacity";"Varchar(80)";"";"";"preise_flaechen";"Flächen";"Inaktiv"
"objekte";"ObjPreise";"Residenture Höchstgebot";"MPResidentureBestOffer";"Decimal(13,2)";"DATA_TYPE_MONETARY";"";"preise";"Preise";"Inaktiv"
"objekte";"ObjVerwaltung";"Residenture Ende der Auktionszeit";"MPResidentureRemainingAuctionTime";"DATETIME";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Residenture Auktions-URL";"MPResidentureAuctionURL";"Link";"";"";"details";"Verwaltung";"Inaktiv"
"adressen";"addressFaktura";"Leitweg-ID";"buyerReference";"Varchar(200)";"";"";"grunddaten";"Faktura";"Inaktiv"
"objekte";"ObjFlaeche";"Handelsfläche";"handelsflaeche";"DECIMAL(13,2)";"";"";"preise_flaechen";"Flächen";"Inaktiv"
"objekte";"ObjGeo";"Straße ohne Hausnummer übertragen";"transferStreetWithoutHouseNumber";"TINYINT(1)";"";"";"vermarktung";"";"Aktiv"
"adressen";"addressRelations";"Letztes Telefonat in Hierarchie";"lastCallHierarchy";"Date";"";"";"grunddaten";"Kontakt";"Inaktiv"
"objekte";"ObjVerwaltung";"Verfügbarkeit der Immobilie";"wohnstatus";"Varchar(80)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjHomepage";"Secret Sale";"secret_sale";"TINYINT(1)";"";"";"vermarktung";"";"Inaktiv"
"objekte";"ObjGeo";"Postcode 2";"secondHalfPostcodeUK";"Varchar(80)";"";"";"grunddaten";"Geografische-Angaben";"Inaktiv"
"objekte";"ObjVerwaltung";"Geteilte Immobilie";"sharedProperty";"TINYINT(1)";"";"";"grunddaten";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Monate Vertrag";"rentalContractMonths";"Decimal(13,2)";"";"";"grunddaten";"Verwaltung";"Inaktiv"
"objekte";"ObjFreitexte";"Objektbeschreibung (Kurzfassung)";"summaryDescription";"Text";"";"";"freitexte";"Freitexte";"Inaktiv"
"objekte";"ObjFlaeche";"Anzahl der Wohn- und Aufenthaltsräume";"numberOfReceptionRooms";"Decimal(13,2)";"";"";"preise_flaechen";"Flächen";"Inaktiv"
"objekte";"ObjAusstattung";"Dachterrasse";"roofTerrace";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjPreise";"Council Tax Band";"councilTaxBand";"Varchar(80)";"";"";"preise_flaechen";"Preise";"Inaktiv"
"objekte";"ObjPreise";"In Mietkosten enthalten";"billsIncluded";"Text";"";"";"preise_flaechen";"Preise";"Inaktiv"
"objekte";"ObjGeo";"Meer / Strand";"meerStrand";"Text";"";"";"grunddaten";"Geografische-Angaben";"Inaktiv"
"objekte";"ObjGeo";"Wohnanlage";"nameWohnanlage";"VARCHAR(80)";"";"";"grunddaten";"Geografische-Angaben";"Inaktiv"
"objekte";"ObjAusstattung";"Klimatisierung";"klimatisierung";"TEXT";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Verglasung";"verglasung";"Varchar(80)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjGeo";"Bezeichnung Stockwerk";"bezeichnungStockwerk";"Varchar(80)";"";"";"grunddaten";"Geografische-Angaben";"Inaktiv"
"objekte";"ObjAusstattung";"Alarmanlage";"alarmanlage";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Gartennutzungsart";"gartennutzungsart";"Varchar(80)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Behinderten-WC";"behinderten_wc";"TINYINT(1)";"";"IF (
AND(SEARCH_MULTISELECT(""stepFreeEntrance""[accessibility])=1
AND(SEARCH_MULTISELECT(""wideDoorways""[accessibility])=1
AND(SEARCH_MULTISELECT(""underRunSinkKitchen""[accessibility])=1
AND(SEARCH_MULTISELECT(""controlsAccessible""[accessibility])=1
SEARCH_MULTISELECT(""bathroomManeuverSpace""[accessibility])=1))))
 1 0)";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Glasfaser";"glasfaser";"TINYINT(1)";"";"IF (
AND(SEARCH_MULTISELECT(""noAccess""[internetAccessType])=0
OR(SEARCH_MULTISELECT(""fttc""[internetAccessType])=1
OR(SEARCH_MULTISELECT(""ftth""[internetAccessType])=1
SEARCH_MULTISELECT(""fiber""[internetAccessType])=1)))
 1 0)
";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Internetanschluss";"internetAccessType";"Text";"";"";"details";"Ausstattung";"Aktiv"
"objekte";"ObjAusstattung";"Zugänglichkeit/Barrierefreiheit";"accessibility";"Text";"";"";"details";"Ausstattung";"Aktiv"
"adressen";"adressen";"WhatsApp Sync";"MPWhatsappSync";"TINYINT(1)";"DATA_TYPE_BOOLEAN";"";"grunddaten";"Verwaltung";"Inaktiv"
"objekte";"ObjPreise";"geschätzter Marktwert (PH)";"MPPricehubblePrice";"Decimal(13,2)";"DATA_TYPE_MONETARY";"";"preise_flaechen";"Preise";"Inaktiv"
"objekte";"ObjPreise";"PriceHubble-Max";"MPPricehubbleMax";"Decimal(13,2)";"";"";"preise_flaechen";"Preise";"Inaktiv"
"objekte";"ObjPreise";"Pricehubble-Min";"MPPricehubbleMin";"Decimal(13,2)";"";"";"preise_flaechen";"Preise";"Inaktiv"
"objekte";"ObjPreise";"PriceHubble-Konfidenznote";"MPPricehubbleConfidence";"Varchar(20)";"";"";"preise_flaechen";"Preise";"Inaktiv"
"objekte";"ObjAusstattung";"Whirlpool";"whirlpool";"TINYINT(1)";"";"";"details";"Ausstattung";"Aktiv"
"adressen";"adressen";"Justhome Kaufbudget";"jhKaufbudget";"Decimal(13,2)";"";"";"grunddaten";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"freie Termine";"MPFreeAppointments";"VARCHAR(20)";"";"";"details";"Verwaltung";"Inaktiv"
"adressen";"adressen";"Empfänger-Auswahl";"receiverSelection";"Varchar(20)";"";"";"grunddaten";"Kontakt";"Inaktiv"
"objekte";"ObjPreise";"Nettomiete / m² / Jahr";"netRentPerSquareMeterPerYear";"Decimal(13,2)";"DATA_TYPE_MONETARY";"";"preise_flaechen";"Preise";"Inaktiv"
"objekte";"ObjVerwaltung";"Terminbuchungslink kyl.immo";"MPBookingLinkKylimmo";"Link";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Nur für Einwohner";"residentOnly";"TINYINT(1)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjPreise";"Preis in Exposés anzeigen";"preisAufAnfrageExpose";"TINYINT(1)";"";"";"preise";"Preise";"Inaktiv"
"objekte";"ObjAusstattung";"24h-Sicherheitsdienst";"24h_sicherheitsdienst";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjVerwaltung";"Lifestyle";"lifestyle";"Text";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjAusstattung";"Gasthaus";"guestHouse";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Pferde-Einrichtungen";"horseFacilities";"Text";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjGeo";"Wohnblock";"adresszusatzBlock";"VARCHAR(80)";"";"";"grunddaten";"Geografische-Angaben";"Inaktiv"
"objekte";"ObjGeo";"Treppe";"adresszusatzTreppe";"VARCHAR(80)";"";"";"grunddaten";"Geografische-Angaben";"Inaktiv"
"objekte";"ObjPreise";"Preis (Hauptsaison)";"highSeasonPrice";"Decimal(13,2)";"DATA_TYPE_MONETARY";"";"preise_flaechen";"Preise";"Inaktiv"
"objekte";"ObjPreise";"Preis (Nebensaison)";"lowSeasonPrice";"Decimal(13,2)";"DATA_TYPE_MONETARY";"";"preise_flaechen";"Preise";"Inaktiv"
"objekte";"ObjVerwaltung";"Lizenz Kurzzeitvermietung (regional)";"shortTermLicense";"Varchar(25)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Lizenz Kurzzeitvermietung (national)";"shortTermLicenseNational";"Varchar(25)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjAusstattung";"Tennisplatz";"tennisplatz";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjFlaeche";"Mindestfläche für Verkauf/Miete";"areaTradableMinimum";"Decimal(13,2)";"DATA_TYPE_AREA";"";"preise_flaechen";"Flächen";"Inaktiv"
"objekte";"ObjVerwaltung";"An Dritte vermietet";"thirdPartiesRented";"TINYINT(1)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"präferierte Tätigkeit der Mieter";"tenantOccupationPreference";"Text";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Bevorzugte Atmosphäre/Lebensweise";"livingAtmosphere";"Varchar(50)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"LGBTQ+ freundlich";"lgtbqFriendly";"TINYINT(1)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjAusstattung";"Privates Badezimmer";"privateBathroom";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
