"Modul";"Tabelle";"Feldinhalt";"Feld";"Typ";"Art des Feldes";"Formel";"Tab";"Kategorie";"Status"
"objekte";"ObjTech";"interne Objnr";"objektnr_intern";"Int(10)";"";"";"grunddaten";"Technische-Angaben";"Inaktiv"
"objekte";"ObjTech";"ImmoNr";"objektnr_extern";"Varchar(20)";"";"";"grunddaten";"Technische-Angaben";"Aktiv"
"objekte";"ObjKategorie";"Nutzungsart";"nutzungsart";"Varchar(20)";"";"";"grunddaten";"Kategorie";"Aktiv"
"objekte";"ObjKategorie";"Vermarktungsart";"vermarktungsart";"Varchar(20)";"";"";"grunddaten";"Kategorie";"Aktiv"
"objekte";"ObjKategorie";"Objektart";"objektart";"Varchar(80)";"";"";"grunddaten";"Kategorie";"Aktiv"
"objekte";"ObjKategorie";"Objekttyp";"objekttyp";"Varchar(80)";"";"";"grunddaten";"Kategorie";"Aktiv"
"objekte";"ObjGeo";"PLZ";"plz";"Varchar(20)";"";"";"grunddaten";"Geografische-Angaben";"Aktiv"
"objekte";"ObjGeo";"Ort";"ort";"Varchar(50)";"";"";"grunddaten";"Geografische-Angaben";"Aktiv"
"objekte";"ObjGeo";"Breitengrad";"breitengrad";"Float(13,5)";"";"";"grunddaten";"Geografische-Angaben";"Inaktiv"
"objekte";"ObjGeo";"Längengrad";"laengengrad";"Float(13,5)";"";"";"grunddaten";"Geografische-Angaben";"Inaktiv"
"objekte";"ObjGeo";"Straße";"strasse";"Varchar(80)";"";"";"grunddaten";"Geografische-Angaben";"Aktiv"
"objekte";"ObjGeo";"Hausnummer";"hausnummer";"Varchar(20)";"";"";"grunddaten";"Geografische-Angaben";"Aktiv"
"objekte";"ObjGeo";"Bundesland";"bundesland";"Varchar(80)";"";"";"grunddaten";"Geografische-Angaben";"Inaktiv"
"objekte";"ObjGeo";"Land";"land";"Char(3)";"";"";"grunddaten";"Geografische-Angaben";"Aktiv"
"objekte";"ObjGeo";"Gemeindecode";"gemeindecode";"Varchar(20)";"";"";"grunddaten";"Geografische-Angaben";"Inaktiv"
"objekte";"ObjGeo";"Flur";"flur";"Varchar(30)";"";"";"grunddaten";"Geografische-Angaben";"Aktiv"
"objekte";"ObjGeo";"Flurstück";"flurstueck";"Varchar(250)";"";"";"grunddaten";"Geografische-Angaben";"Aktiv"
"objekte";"ObjGeo";"Gemarkung";"gemarkung";"Varchar(30)";"";"";"grunddaten";"Geografische-Angaben";"Aktiv"
"objekte";"ObjGeo";"Etage";"etage";"Int(11)";"";"";"grunddaten";"Geografische-Angaben";"Aktiv"
"objekte";"ObjGeo";"Lage im Bau";"lage_im_bau";"Varchar(20)";"";"";"grunddaten";"Geografische-Angaben";"Inaktiv"
"objekte";"ObjGeo";"Wohnungsnr.";"wohnungsnr";"Varchar(20)";"";"";"grunddaten";"Geografische-Angaben";"Aktiv"
"objekte";"ObjGeo";"Lage Gebiet";"lage_gebiet";"Varchar(20)";"";"";"grunddaten";"Geografische-Angaben";"Inaktiv"
"objekte";"ObjGeo";"Regionaler Zusatz";"regionaler_zusatz";"text";"";"";"grunddaten";"Geografische-Angaben";"Inaktiv"
"objekte";"ObjFlaeche";"Wohnfläche";"wohnflaeche";"Float(13,2)";"DATA_TYPE_AREA";"";"preise_flaechen";"Flächen";"Aktiv"
"objekte";"ObjFlaeche";"Nutzfläche";"nutzflaeche";"Float(13,2)";"DATA_TYPE_AREA";"";"preise_flaechen";"Flächen";"Aktiv"
"objekte";"ObjFlaeche";"Gesamtfläche";"gesamtflaeche";"Float(13,2)";"DATA_TYPE_AREA";"";"preise_flaechen";"Flächen";"Aktiv"
"objekte";"ObjFlaeche";"Ladenfläche";"ladenflaeche";"Float(13,2)";"DATA_TYPE_AREA";"";"preise_flaechen";"Flächen";"Aktiv"
"objekte";"ObjFlaeche";"Lagerfläche";"lagerflaeche";"Float(13,2)";"DATA_TYPE_AREA";"";"preise_flaechen";"Flächen";"Aktiv"
"objekte";"ObjFlaeche";"Verkaufsfläche";"verkaufsflaeche";"Float(13,2)";"DATA_TYPE_AREA";"";"preise_flaechen";"Flächen";"Aktiv"
"objekte";"ObjFlaeche";"Freifläche";"freiflaeche";"Float(13,2)";"DATA_TYPE_AREA";"";"preise_flaechen";"Flächen";"Inaktiv"
"objekte";"ObjFlaeche";"Bürofläche";"bueroflaeche";"Float(13,2)";"DATA_TYPE_AREA";"";"preise_flaechen";"Flächen";"Aktiv"
"objekte";"ObjFlaeche";"Büroteilfläche";"bueroteilflaeche";"Float(13,2)";"DATA_TYPE_AREA";"";"preise_flaechen";"Flächen";"Inaktiv"
"objekte";"ObjFlaeche";"Fensterfront";"fensterfront";"Float(13,2)";"DATA_TYPE_LENGTH";"";"preise_flaechen";"Flächen";"Inaktiv"
"objekte";"ObjFlaeche";"Verwaltungsfläche";"verwaltungsflaeche";"Float(13,2)";"DATA_TYPE_AREA";"";"preise_flaechen";"Flächen";"Inaktiv"
"objekte";"ObjFlaeche";"Gastrofläche";"gastroflaeche";"Float(13,2)";"DATA_TYPE_AREA";"";"preise_flaechen";"Flächen";"Aktiv"
"objekte";"ObjFlaeche";"GRZ";"grz";"Varchar(80)";"";"";"preise_flaechen";"Flächen";"Aktiv"
"objekte";"ObjFlaeche";"GFZ";"gfz";"Varchar(80)";"";"";"preise_flaechen";"Flächen";"Aktiv"
"objekte";"ObjFlaeche";"BMZ";"bmz";"Varchar(80)";"";"";"preise_flaechen";"Flächen";"Inaktiv"
"objekte";"ObjFlaeche";"BGF";"bgf";"Varchar(80)";"";"";"preise_flaechen";"Flächen";"Inaktiv"
"objekte";"ObjFlaeche";"Grundstücksgröße";"grundstuecksflaeche";"Float(13,2)";"DATA_TYPE_AREA";"";"preise_flaechen";"Flächen";"Aktiv"
"objekte";"ObjFlaeche";"Sonstige Fläche";"sonstflaeche";"Float(13,2)";"DATA_TYPE_AREA";"";"preise_flaechen";"Flächen";"Inaktiv"
"objekte";"ObjFlaeche";"Anzahl Zimmer";"anzahl_zimmer";"Float(13,2)";"DATA_TYPE_NUMERIC";"";"preise_flaechen";"Flächen";"Aktiv"
"objekte";"ObjFlaeche";"Anzahl Schlafzimmer";"anzahl_schlafzimmer";"Float(13,2)";"DATA_TYPE_NUMERIC";"";"preise_flaechen";"Flächen";"Aktiv"
"objekte";"ObjFlaeche";"Anzahl Badezimmer";"anzahl_badezimmer";"Float(13,2)";"DATA_TYPE_NUMERIC";"";"preise_flaechen";"Flächen";"Aktiv"
"objekte";"ObjFlaeche";"Anzahl sep. WC";"anzahl_sep_wc";"Float(13,2)";"DATA_TYPE_NUMERIC";"";"preise_flaechen";"Flächen";"Aktiv"
"objekte";"ObjFlaeche";"Anzahl Wohn-Schlafzimmer";"anzahl_wohn_schlafzimmer";"Float(13,2)";"DATA_TYPE_NUMERIC";"";"preise_flaechen";"Flächen";"Inaktiv"
"objekte";"ObjFlaeche";"Gartenfläche";"gartenflaeche";"Float(13,2)";"DATA_TYPE_AREA";"";"preise_flaechen";"Flächen";"Inaktiv"
"objekte";"ObjFlaeche";"Kellerfläche";"kellerflaeche";"Float(13,2)";"DATA_TYPE_AREA";"";"preise_flaechen";"Flächen";"Inaktiv"
"objekte";"ObjFlaeche";"Fensterfrontfläche (qm)";"fensterfront_qm";"Float(13,2)";"DATA_TYPE_AREA";"";"preise_flaechen";"Flächen";"Inaktiv"
"objekte";"ObjFlaeche";"Grundstücksfront";"grundstuecksfront";"Float(13,2)";"DATA_TYPE_LENGTH";"";"preise_flaechen";"Flächen";"Inaktiv"
"objekte";"ObjFlaeche";"Dachbodenfläche";"dachbodenflaeche";"Float(13,2)";"DATA_TYPE_AREA";"";"preise_flaechen";"Flächen";"Inaktiv"
"objekte";"ObjFlaeche";"teilbar ab";"teilbar_ab";"Float(13,2)";"DATA_TYPE_AREA";"";"preise_flaechen";"Flächen";"Aktiv"
"objekte";"ObjFlaeche";"beheizbare Fläche";"beheizbare_flaeche";"Float(13,2)";"DATA_TYPE_AREA";"";"preise_flaechen";"Flächen";"Inaktiv"
"objekte";"ObjFlaeche";"Anzahl Stellplätze";"anzahl_stellplaetze";"Float(13,2)";"DATA_TYPE_NUMERIC";"";"preise_flaechen";"Flächen";"Inaktiv"
"objekte";"ObjFlaeche";"Plätze Gastraum";"plaetze_gastraum";"Float(13,2)";"DATA_TYPE_NUMERIC";"";"preise_flaechen";"Flächen";"Inaktiv"
"objekte";"ObjFlaeche";"Anzahl Betten";"anzahl_betten";"Float(13,2)";"DATA_TYPE_NUMERIC";"";"preise_flaechen";"Flächen";"Aktiv"
"objekte";"ObjFlaeche";"Anzahl Tagungsräume";"anzahl_tagungsraeume";"Float(13,2)";"DATA_TYPE_NUMERIC";"";"preise_flaechen";"Flächen";"Aktiv"
"objekte";"ObjFlaeche";"Vermietbare Fläche";"vermietbare_flaeche";"Float(13,2)";"DATA_TYPE_AREA";"";"preise_flaechen";"Flächen";"Aktiv"
"objekte";"ObjFlaeche";"Anzahl Wohneinheiten";"anzahl_wohneinheiten";"Float(13,2)";"DATA_TYPE_NUMERIC";"";"preise_flaechen";"Flächen";"Aktiv"
"objekte";"ObjFlaeche";"Anzahl Gewerbeeinheiten";"anzahl_gewerbeeinheiten";"Float(13,2)";"DATA_TYPE_NUMERIC";"";"preise_flaechen";"Flächen";"Inaktiv"
"objekte";"ObjFlaeche";"Einliegerwohnung";"einliegerwohnung";"TINYINT(1)";"";"";"preise_flaechen";"Flächen";"Aktiv"
"objekte";"ObjPreise";"Kaufpreis";"kaufpreis";"Decimal(13,2)";"DATA_TYPE_MONETARY";"";"preise_flaechen";"Preise";"Aktiv"
"objekte";"ObjPreise";"Netto Kaltmiete";"nettokaltmiete";"Decimal(13,2)";"DATA_TYPE_MONETARY";"";"preise_flaechen";"Preise";"Aktiv"
"objekte";"ObjPreise";"Kaltmiete";"kaltmiete";"Decimal(13,2)";"DATA_TYPE_MONETARY";"";"preise_flaechen";"Preise";"Aktiv"
"objekte";"ObjPreise";"Nebenkosten";"nebenkosten";"Decimal(13,2)";"DATA_TYPE_MONETARY";"";"preise_flaechen";"Preise";"Aktiv"
"objekte";"ObjPreise";"Warmmiete";"warmmiete";"Decimal(13,2)";"DATA_TYPE_MONETARY";"";"preise_flaechen";"Preise";"Aktiv"
"objekte";"ObjPreise";"Heizkosten";"heizkosten";"Decimal(13,2)";"DATA_TYPE_MONETARY";"";"preise_flaechen";"Preise";"Aktiv"
"objekte";"ObjPreise";"zzgl. MwSt. auf Provision";"zzgl_mehrwertsteuer";"VARCHAR(10)";"";"";"preise_flaechen";"Preise";"Aktiv"
"objekte";"ObjPreise";"Mietzuschläge";"mietzuschlaege";"Decimal(13,2)";"DATA_TYPE_MONETARY";"";"preise_flaechen";"Preise";"Inaktiv"
"objekte";"ObjPreise";"Pacht";"pacht";"Decimal(13,2)";"DATA_TYPE_MONETARY";"";"preise_flaechen";"Preise";"Aktiv"
"objekte";"ObjPreise";"Erbpacht";"erbpacht";"Decimal(13,2)";"DATA_TYPE_MONETARY";"";"preise_flaechen";"Preise";"Aktiv"
"objekte";"ObjPreise";"Hausgeld";"hausgeld";"Decimal(13,2)";"DATA_TYPE_MONETARY";"";"preise_flaechen";"Preise";"Aktiv"
"objekte";"ObjPreise";"Abstand";"abstand";"Float(13,2)";"DATA_TYPE_MONETARY";"";"preise_flaechen";"Preise";"Inaktiv"
"objekte";"ObjPreise";"Preis Zeitraum von";"preis_zeitraum_von";"Date";"DATA_TYPE_DATE";"";"preise_flaechen";"Preise";"Inaktiv"
"objekte";"ObjPreise";"Preis Zeitraum bis";"preis_zeitraum_bis";"Date";"DATA_TYPE_DATE";"";"preise_flaechen";"Preise";"Inaktiv"
"objekte";"ObjPreise";"Mietpreis pro qm";"mietpreis_pro_qm";"Decimal(13,2)";"DATA_TYPE_MONETARY";"";"preise_flaechen";"Preise";"Inaktiv"
"objekte";"ObjPreise";"Kaufpreis pro qm";"kaufpreis_pro_qm";"Decimal(13,2)";"DATA_TYPE_MONETARY";"";"preise_flaechen";"Preise";"Inaktiv"
"objekte";"ObjPreise";"Innen-Provision";"innen_courtage";"Text";"";"";"preise_flaechen";"Preise";"Aktiv"
"objekte";"ObjPreise";"Außen-Provision";"aussen_courtage";"Text";"";"";"preise_flaechen";"Preise";"Aktiv"
"objekte";"ObjPreise";"Währung";"waehrung";"Char(80)";"";"";"preise_flaechen";"Preise";"Aktiv"
"objekte";"ObjPreise";"Mwst Satz";"mwst_satz";"Decimal(4,2)";"";"";"preise_flaechen";"Preise";"Inaktiv"
"objekte";"ObjPreise";"Freitext Preis";"freitext_preis";"Text";"";"";"preise_flaechen";"Preise";"Inaktiv"
"objekte";"ObjPreise";"x fache (Ist)";"x_fache";"Float(13,2)";"";"";"preise_flaechen";"Preise";"Aktiv"
"objekte";"ObjPreise";"Nettorendite Soll";"nettorendite";"Decimal(13,2)";"";"";"preise_flaechen";"Preise";"Inaktiv"
"objekte";"ObjPreise";"mtl. Mieteinnahmen (Ist)";"mieteinnahmen_ist";"Decimal(13,2)";"";"";"preise_flaechen";"Preise";"Aktiv"
"objekte";"ObjPreise";"mtl. Mieteinnahmen (Soll)";"mieteinnahmen_soll";"Decimal(13,2)";"";"";"preise_flaechen";"Preise";"Aktiv"
"objekte";"ObjPreise";"Erschließungskosten";"erschliessungskosten";"Decimal(13,2)";"DATA_TYPE_MONETARY";"";"preise_flaechen";"Preise";"Aktiv"
"objekte";"ObjPreise";"Kaution";"kaution";"Varchar(80)";"";"";"preise_flaechen";"Preise";"Aktiv"
"objekte";"ObjPreise";"Geschäftsguthaben";"geschaeftsguthaben";"Decimal(13,2)";"DATA_TYPE_MONETARY";"";"preise_flaechen";"Preise";"Inaktiv"
"objekte";"ObjPreise";"Stellplatzmiete";"stellplatzmiete";"Decimal(13,2)";"DATA_TYPE_MONETARY";"";"preise_flaechen";"Preise";"Inaktiv"
"objekte";"ObjPreise";"Stellplatzkaufpreis";"stellplatzkaufpreis";"Decimal(13,2)";"DATA_TYPE_MONETARY";"";"preise_flaechen";"Preise";"Inaktiv"
"objekte";"ObjPreise";"Stellplatzanzahl";"stp_anzahl";"Int(10)";"DATA_TYPE_MONETARY";"";"preise_flaechen";"Preise";"Inaktiv"
"objekte";"ObjAusstattung";"WG geeignet";"wg_geeignet";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Räume veränderbar";"raeume_veraenderbar";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Bad";"bad";"Text";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Küche";"kueche";"Text";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Boden";"boden";"Text";"";"";"details";"Ausstattung";"Aktiv"
"objekte";"ObjAusstattung";"Kamin";"kamin";"TINYINT(1)";"";"";"details";"Ausstattung";"Aktiv"
"objekte";"ObjAusstattung";"Heizungsart";"heizungsart";"Text";"";"";"details";"Ausstattung";"Aktiv"
"objekte";"ObjAusstattung";"Befeuerung";"befeuerung";"Text";"";"";"details";"Ausstattung";"Aktiv"
"objekte";"ObjAusstattung";"Klimatisiert";"klimatisiert";"TINYINT(1)";"";"";"details";"Ausstattung";"Aktiv"
"objekte";"ObjAusstattung";"Fahrstuhl";"fahrstuhl";"Text";"";"";"details";"Ausstattung";"Aktiv"
"objekte";"ObjAusstattung";"Stellplatzart";"stellplatzart";"Text";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Gartennutzung";"gartennutzung";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Ausrichtung Balkon/Terrasse";"ausricht_balkon_terrasse";"Text";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Moebliert (alt)";"moebliert_old";"Varchar(20)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Rollstuhlgerecht";"rollstuhlgerecht";"TINYINT(1)";"";"IF (
AND(SEARCH_MULTISELECT(""notSuitable""[accessibility])=0
OR(SEARCH_MULTISELECT(""meetsDin18040_2""[accessibility])=1
AND(SEARCH_MULTISELECT(""underRunSinkKitchen""[accessibility])=1
AND(SEARCH_MULTISELECT(""bathroomManeuverSpace""[accessibility])=1
AND(SEARCH_MULTISELECT(""barrierFreeShower""[accessibility])=1
AND(SEARCH_MULTISELECT(""wideDoorways""[accessibility])=1
AND(SEARCH_MULTISELECT(""stepFreeEntrance""[accessibility])=1
(OR(SEARCH_MULTISELECT(""elevatorAccess""[accessibility])=1SEARCH_MULTISELECT(""rampAccess""[accessibility])=1)))))))))
 1 0)";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Kabel Sat TV";"kabel_sat_tv";"TINYINT(1)";"";"";"details";"Ausstattung";"Aktiv"
"objekte";"ObjAusstattung";"Barrierefrei";"barrierefrei";"TINYINT(1)";"DATA_TYPE_BOOLEAN";"IF (
AND(SEARCH_MULTISELECT(""notSuitable""[accessibility])=0
OR(SEARCH_MULTISELECT(""meetsDin18040_2""[accessibility])=1
AND(SEARCH_MULTISELECT(""stepFreeEntrance""[accessibility])=1
AND(SEARCH_MULTISELECT(""barrierFreeShower""[accessibility])=1
(OR(SEARCH_MULTISELECT(""elevatorAccess""[accessibility])=1SEARCH_MULTISELECT(""rampAccess""[accessibility])=1))
))))
 1 0)
";"details";"Ausstattung";"Aktiv"
"objekte";"ObjAusstattung";"Sauna";"sauna";"TINYINT(1)";"";"";"details";"Ausstattung";"Aktiv"
"objekte";"ObjAusstattung";"Swimmingpool";"swimmingpool";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Wasch/Trockenraum";"wasch_trockenraum";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"DV Verkabelung";"dv_verkabelung";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Rampe";"rampe";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Hebebühne";"hebebuehne";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Kran";"kran";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Gastterrasse";"gastterrasse";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Stromanschlusswert";"stromanschlusswert";"Varchar(20)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Kantine/ Cafeteria";"kantine_cafeteria";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Teeküche";"teekueche";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Angeschl. Gastronomie";"angeschl_gastronomie";"Varchar(20)";"";"";"details";"Ausstattung";"Aktiv"
"objekte";"ObjAusstattung";"Brauerreibindung";"brauereibindung";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Sporteinrichtungen";"sporteinrichtungen";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Wellnessbereich";"wellnessbereich";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Serviceleistungen";"serviceleistungen";"Text";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Telefon Ferienimmobilie";"telefon_ferienimmobilie";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Sicherheitstechnik";"sicherheitstechnik";"Varchar(20)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"unterkellert (alt)";"unterkellertText";"Varchar(20)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjZustand";"Baujahr";"baujahr";"Int(10)";"";"";"details";"Zustand";"Aktiv"
"objekte";"ObjZustand";"Zustand";"zustand";"Varchar(80)";"";"";"details";"Zustand";"Aktiv"
"objekte";"ObjZustand";"Alter (alt)";"obj_alter_old";"Varchar(20)";"";"";"details";"Zustand";"Inaktiv"
"objekte";"ObjZustand";"Bebaubar nach";"bebaubar_nach";"Varchar(80)";"";"";"details";"Zustand";"Aktiv"
"objekte";"ObjZustand";"Erschliessung";"erschliessung";"Varchar(20)";"";"";"details";"Zustand";"Aktiv"
"objekte";"ObjZustand";"Bebaubar mit";"bebaubar_mit";"Text";"";"";"details";"Zustand";"Aktiv"
"objekte";"ObjZustand";"Altlasten";"altlasten";"Varchar(80)";"";"";"details";"Zustand";"Inaktiv"
"objekte";"ObjInfra";"Zulieferung";"zulieferung";"TINYINT(1)";"";"";"details";"Infrastruktur";"Inaktiv"
"objekte";"ObjInfra";"Ausblick";"ausblick";"Varchar(20)";"";"";"details";"Infrastruktur";"Inaktiv"
"objekte";"ObjInfra";"Dist. Flughafen (km)";"distanz_flughafen";"Float(13,2)";"";"";"details";"Infrastruktur";"Inaktiv"
"objekte";"ObjInfra";"Dist. Fernbahnhof (km)";"distanz_fernbahnhof";"Float(13,2)";"";"";"details";"Infrastruktur";"Inaktiv"
"objekte";"ObjInfra";"Dist. Autobahn (km)";"distanz_autobahn";"Float(13,2)";"";"";"details";"Infrastruktur";"Aktiv"
"objekte";"ObjInfra";"Dist. U-Bahn (km)";"distanz_us_bahn";"Float(13,2)";"";"";"details";"Infrastruktur";"Inaktiv"
"objekte";"ObjInfra";"Dist. Bus(km)";"distanz_bus";"Float(13,2)";"";"";"details";"Infrastruktur";"Inaktiv"
"objekte";"ObjInfra";"Dist. Kindergarten (km)";"distanz_kindergarten";"Float(13,2)";"";"";"details";"Infrastruktur";"Aktiv"
"objekte";"ObjInfra";"Dist. Grundschule (km)";"distanz_grundschule";"Float(13,2)";"";"";"details";"Infrastruktur";"Aktiv"
"objekte";"ObjInfra";"Dist. Hauptschule (km)";"distanz_hauptschule";"Float(13,2)";"";"";"details";"Infrastruktur";"Inaktiv"
"objekte";"ObjInfra";"Dist. Realschule (km)";"distanz_realschule";"Float(13,2)";"";"";"details";"Infrastruktur";"Aktiv"
"objekte";"ObjInfra";"Dist. Gymnasium (km)";"distanz_gymnasium";"Float(13,2)";"";"";"details";"Infrastruktur";"Aktiv"
"objekte";"ObjInfra";"Dist. Zentrum (km)";"distanz_zentrum";"Float(13,2)";"";"";"details";"Infrastruktur";"Aktiv"
"objekte";"ObjInfra";"Dist. Einkaufsmöglichkeiten (km)";"distanz_einkaufsmoeglichkeiten";"Float(13,2)";"";"";"details";"Infrastruktur";"Inaktiv"
"objekte";"ObjInfra";"Dist. Gaststätten (km)";"distanz_gaststaetten";"Float(13,2)";"";"";"details";"Infrastruktur";"Inaktiv"
"objekte";"ObjVerwaltung";"Objektadresse freigeben";"objektadresse_freigeben";"TINYINT(1)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Verfügbar ab (Text)";"verfuegbar_ab";"Varchar(20)";"";"";"details";"Verwaltung";"Aktiv"
"objekte";"ObjVerwaltung";"verfügbar ab (Datum)";"abdatum";"Date";"";"";"details";"Verwaltung";"Aktiv"
"objekte";"ObjVerwaltung";"verfügbar bis (Datum)";"bisdatum";"Date";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Mietdauer (min)";"min_mietdauer";"Varchar(20)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Mietdauer (max)";"max_mietdauer";"Varchar(20)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Versteigerungstermin";"versteigerungstermin";"Date";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"WBS Sozialwohnung";"wbs_sozialwohnung";"TINYINT(1)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Vermietet";"vermietet";"TINYINT(1)";"";"";"details";"Verwaltung";"Aktiv"
"objekte";"ObjVerwaltung";"Gruppennummer";"gruppennummer";"Varchar(20)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Zugang";"zugang";"Varchar(80)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Laufzeit";"laufzeit";"Float(13,2)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Personen (max)";"max_personen";"Int(10)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Nichtraucher";"nichtraucher";"VARCHAR(20)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Haustiere";"haustiere";"VARCHAR(20)";"";"";"details";"Verwaltung";"Aktiv"
"objekte";"ObjVerwaltung";"Geschlecht";"geschlecht";"Varchar(20)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Denkmalgeschützt";"denkmalgeschuetzt";"TINYINT(1)";"";"";"details";"Verwaltung";"Aktiv"
"objekte";"ObjVerwaltung";"Als Ferien";"als_ferien";"TINYINT(1)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Gewerbliche Nutzung";"gewerbliche_nutzung";"TINYINT(1)";"";"";"details";"Verwaltung";"Aktiv"
"objekte";"ObjVerwaltung";"Branchen";"branchen";"Varchar(20)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Hochhaus";"hochhaus";"TINYINT(1)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjFreitexte";"Objekttitel";"objekttitel";"Text";"";"";"freitexte";"Freitexte";"Aktiv"
"objekte";"ObjFreitexte";"Dreizeiler";"dreizeiler";"Text";"";"";"freitexte";"Freitexte";"Inaktiv"
"objekte";"ObjFreitexte";"Lage";"lage";"Text";"";"";"freitexte";"Freitexte";"Aktiv"
"objekte";"ObjFreitexte";"Ausstattung";"ausstatt_beschr";"Text";"";"";"freitexte";"Freitexte";"Aktiv"
"objekte";"ObjFreitexte";"Beschreibung";"objektbeschreibung";"Text";"";"";"freitexte";"Freitexte";"Aktiv"
"objekte";"ObjFreitexte";"Sonstige Angaben";"sonstige_angaben";"Text";"";"";"freitexte";"Freitexte";"Aktiv"
"objekte";"ObjTech";"Status";"status";"TINYINT(1)";"";"";"grunddaten";"Technische-Angaben";"Aktiv"
"objekte";"ObjAusstattung";"Etagenzahl";"etagen_zahl";"Float(13,2)";"DATA_TYPE_NUMERIC";"";"details";"Ausstattung";"Aktiv"
"objekte";"ObjVerwaltung";"Betreutes Wohnen";"betreutes_wohnen";"TINYINT(1)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Förderung";"foerderung";"TINYINT(1)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Erbpachtdauer (Jahre)";"erpachtdauer_yrs";"Float(13,2)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Baugenehmigung";"baugenehmigung";"TINYINT(1)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjZustand";"Abriss erforderlich";"abrisserforderlich";"TINYINT(1)";"";"";"details";"Zustand";"Inaktiv"
"objekte";"ObjZustand";"Kurzfristig bebaubar";"kurzfristig_bebaubar";"TINYINT(1)";"";"";"details";"Zustand";"Inaktiv"
"objekte";"ObjInfra";"Fussweg zu öf. Verkehr";"zeit_bus";"Float(13,2)";"";"";"details";"Infrastruktur";"Inaktiv"
